NPI,Segment
1467518886,Rising Stars
1700949112,Community
1477667038,Community
1154368140,
1376504407,Community
1497750640,Community
1972682664,Community
1760404503,Big 3
1043238850,Unstructured Experts
1447334552,Rising Stars
1235190786,
1699842310,Community
1316919731,Community
1548280753,Community
1225022312,Unstructured Experts
1013946011,Community
1003900457,Community
1710943709,Community
1760597454,Community
1780675587,Community
1003841248,
1013091958,
1942218490,Rising Stars
1992708655,Community
1770655078,Established Experts
1306896287,Community
1538170113,
1952367997,Big 3
1053300632,Community
1205896933,Community
1962453472,Established Experts
1629265772,
1174541858,Established Experts
1679557995,Rising Stars
1760402770,Community
1962549279,Community
1902858343,Community
1891866653,Rising Stars
1497724629,Rising Stars
1629141866,Community
1447226386,Community
1851349336,Community
1164452546,Community
1861476798,Unstructured Experts
1033140777,Unstructured Experts
1750315297,Established Experts
1154416022,Established Experts
1093754145,Community
1811940901,Community
1457377681,Big 3
1588649081,Community
1942201702,Community
1609811983,Community
1780677492,Community
1306917158,Rising Stars
1497780811,Big 3
1538195797,Community
1306895131,Rising Stars
1073583126,Community
1386652857,Rising Stars
1487649869,Community
1558354407,Community
1730145772,Community
1043328149,Established Experts
1013093947,Big 3
1528096625,Community
1033299425,Unstructured Experts
1285663542,Community
1649298977,Community
1437230786,Unstructured Experts
1043283468,Community
1790707735,Community
1124026398,Community
1235173873,
1376557199,
1003830027,Big 3
1316995582,Community
1578504767,Community
1134149107,Rising Stars
1851406284,Community
1760492359,Big 3
1598787756,Community
1023116472,Established Experts
1497708168,Unstructured Experts
1821089319,Community
1922050269,Unstructured Experts
1538118542,Unstructured Experts
1275647216,Community
1154413037,Established Experts
1598792640,Big 3
1649296948,Community
1760495915,Big 3
1841362399,Big 3
1841362399,Big 3
1851359491,Community
1790754554,Community
1679669584,Established Experts
1972609527,Community
1235142084,Community
1386793925,Community
1417036799,Community
1053321679,Unstructured Experts
1528054855,
1659376218,Community
1760457733,Community
1558478487,Community
1518991314,Community
1992725808,Established Experts
1578568531,Established Experts
1861462806,Unstructured Experts
1932120326,Community
1699746768,Community
1558448910,Community
1043205768,Community
1740231703,Community
1689775975,Community
1902914443,Community
1093706095,Unstructured Experts
1629038096,Community
1548211345,Community
1063462463,Community
1306826870,Community
1770585754,Unstructured Experts
1902915762,Unstructured Experts
1275542474,Community
1255327722,Community
1952319303,Community
1780629485,Community
1386639938,Unstructured Experts
1699717918,Community
1083694699,Community
1598765760,Community
1740234012,Unstructured Experts
1538179858,Community
1134176118,Unstructured Experts
1811944762,Unstructured Experts
1689784043,Established Experts
1023086899,
1104817410,Community
1821098823,Community
1730166695,Community
1679669840,Community
1417064171,Community
1316047871,Community
1194713016,Community
1710951942,Community
1174567309,Community
1942303961,Community
1295727527,
1023039831,Established Experts
1063510881,Unstructured Experts
1902881659,Community
1053409698,Established Experts
1891860441,Community
1437135274,Community
1588658371,Community
1174554588,Community
1205925922,Community
1932259264,Community
1891734448,Community
1346315652,Community
1215965595,Established Experts
1417925744,Community
1053400499,Community
1861471385,Community
1881749513,Community
1093757445,Community
1063451458,
1952357337,Community
1831166958,Community
1679643589,Community
1700847183,Rising Stars
1457328536,Unstructured Experts
1578539300,Community
1215002480,Community
1245294008,Unstructured Experts
1871512780,Community
1447202734,Community
1194741314,Big 3
1821177502,Community
1912985383,Community
1841265501,Unstructured Experts
1497755664,Community
1730251653,Community
1790731925,Community
1083610612,Unstructured Experts
1699743088,Unstructured Experts
1578650354,Unstructured Experts
1154419471,Big 3
1932170297,Community
1831272269,
1770555138,Big 3
1750331112,Unstructured Experts
1427138429,Community
1417955436,Community
1942282983,Community
1962470336,Unstructured Experts
1235164617,Big 3
1457302432,Community
1538119938,Community
1023144375,Rising Stars
1356396444,Unstructured Experts
1720063902,Established Experts
1003973413,Community
1255400891,Unstructured Experts
1881678852,Community
1023099744,Community
1336160860,Established Experts
1023021854,Community
1053471482,Rising Stars
1356313258,Unstructured Experts
1720150303,Community
1588735344,Community
1326000183,Community
1851356182,Community
1427080332,Community
1750323424,Community
1710953815,Unstructured Experts
1366448920,Community
1225022882,Community
1417983487,Community
1679531446,Unstructured Experts
1316128861,
1831162668,Community
1730176678,Community
1629079462,Unstructured Experts
1578533600,Unstructured Experts
1073663019,Community
1780650861,Rising Stars
1265429609,Unstructured Experts
1083794036,Big 3
1336256437,Unstructured Experts
1396791117,Community
1609958248,Community
1487620126,Rising Stars
1538240882,Established Experts
1114025251,Community
1164428660,Community
1073589354,Unstructured Experts
1871533810,Rising Stars
1265427108,Unstructured Experts
1003823253,Community
1912923095,Community
1194848317,Community
1962572305,Community
1104079276,Unstructured Experts
1942233309,Community
1467550772,Community
1437116852,Community
1649389784,Community
1356380281,Community
1538187000,Community
1235175183,Community
1629063334,Rising Stars
1700823879,Community
1982612487,Big 3
1467418020,Established Experts
1932108503,Community
1174588990,Community
1598876385,Community
1992801096,Community
1679532717,Community
1013936814,Community
1598763112,Unstructured Experts
1558322453,Community
1124138821,Community
1710928148,Community
1275593253,Unstructured Experts
1275523409,Community
1295710507,Unstructured Experts
1245244995,Community
1497758627,Community
1780679076,Community
1255359733,Community
1144208158,Community
1174572184,Community
1871578302,Community
1437103348,Rising Stars
1821092891,Community
1497744700,Community
1710972823,Community
1225197650,Established Experts
1801893862,Community
1629147244,Community
1124014097,Community
1861457541,Rising Stars
1619907938,Big 3
1659321339,Community
1376539239,Community
1649241548,Unstructured Experts
1982791802,Community
1720054364,Community
1609847243,Community
1316933286,Community
1396783460,Unstructured Experts
1275691628,Community
1326029067,Community
1902809700,Community
1083653653,Community
1205916624,Community
1437140621,Community
1134193212,Unstructured Experts
1720047855,Rising Stars
1881663730,Community
1982643797,Community
1467596080,Community
1336135961,Community
1538108873,Community
1750420246,Community
1548281587,Community
1699793810,Unstructured Experts
1427005453,Rising Stars
1003802810,Community
1205907060,Rising Stars
1760493068,Community
1942237888,Community
1518934611,Community
1629150396,Community
1417971094,
1922024421,Unstructured Experts
1326015611,Community
1144223926,Established Experts
1376519033,Community
1326072653,Community
1619005840,Community
1932105285,Community
1336148535,Community
1609884915,Community
1255418265,Community
1275511669,Community
1124013826,Community
1295829836,Community
1881682011,Community
1306867080,Community
1770531097,Community
1881741320,Unstructured Experts
1134186604,Community
1902800246,Community
1992764237,Community
1841381050,Rising Stars
1609846500,Community
1861495046,Community
1487621413,
1558455683,Community
1477555134,Community
1639168438,Rising Stars
1962454876,Unstructured Experts
1730138561,Rising Stars
1588606628,Community
1437140894,Big 3
1083664932,Community
1245226059,Rising Stars
1457317067,
1922062652,Unstructured Experts
1902896350,Unstructured Experts
1982670535,Community
1609811926,Community
1063466027,Community
1962583955,
1952372161,Big 3
1700957107,Rising Stars
1013038256,
1871534511,Community
1649268160,Community
1972550101,Community
1104925841,Established Experts
1245214311,Community
1295753515,Big 3
1275543977,Community
1386706620,Unstructured Experts
1689764946,Big 3
1578641452,Rising Stars
1992807804,Community
1932133659,Community
1356430920,Big 3
1720008246,Community
1437239571,Community
1265522155,Established Experts
1144210659,Unstructured Experts
1265451751,Big 3
1770527715,Community
1255305074,Big 3
1508947854,Established Experts
1013973981,Community
1659394534,Rising Stars
1053301655,Community
1770576399,
1679648315,Community
1538191846,Community
1194760876,Community
1215002944,Established Experts
1598791576,Unstructured Experts
1265477830,
1093808966,Unstructured Experts
1407802549,Community
1225024326,Community
1891850343,Community
1295778843,Community
1083693659,Established Experts
1346287562,Unstructured Experts
1902878606,Unstructured Experts
1417980491,Community
1235123381,Big 3
1801881982,Community
1841258456,Community
1780674184,Community
1407852528,Community
1174531941,Community
1093813743,Community
1730151119,Community
1336130715,Community
1295749851,Community
1114997277,
1700997426,
1780624213,Community
1952374209,Community
1598703688,Unstructured Experts
1588785273,Community
1255398301,Big 3
1639214711,Community
1528052834,Community
1992883029,Unstructured Experts
1700964830,Unstructured Experts
1861423204,Big 3
1225001324,Community
1568426773,Unstructured Experts
1306878806,Community
1407848609,Community
1881633568,
1710074588,Unstructured Experts
1326197625,Unstructured Experts
1386604460,Unstructured Experts
1366428146,Community
1144229600,Rising Stars
1205831005,Unstructured Experts
1912099326,Community
1891875563,Big 3
1265524623,Unstructured Experts
1619937539,Community
1225106768,
1417927781,Unstructured Experts
1073518940,Community
1689787939,Unstructured Experts
1194720276,Unstructured Experts
1285692442,Unstructured Experts
1568467371,Community
1669484713,Unstructured Experts
1972596187,Rising Stars
1467456103,Unstructured Experts
1518048990,Unstructured Experts
1871582718,Unstructured Experts
1164463600,Unstructured Experts
1710902945,Community
1124006127,Community
1780727750,Community
1144296344,Unstructured Experts
1932115425,
1891893764,Community
1720054737,Community
1689611832,Rising Stars
1528058716,Established Experts
1508937509,Community
1588638076,Community
1174586440,Community
1497739601,Community
1164437687,Rising Stars
